rank_among_missing,simplified,zipf,pinyin,meaning_cedict,in_cedict
2795,获奖,4.35,huo4 jiang3,to win an award,yes
2796,西亚,4.35,Xi1 Ya4,Southwest Asia,yes
2797,讽刺,4.35,feng3 ci4,to satirize; to mock; irony; satire; sarcasm,yes
2798,跳舞,4.35,tiao4 wu3,to dance,yes
2799,选票,4.35,xuan3 piao4,a vote; ballot; CL:張|张[zhang1],yes
2800,配套,4.35,pei4 tao4,to form a complete set; compatible; matching; complementary,yes
2801,钢琴,4.35,gang1 qin2,"piano; CL:架[jia4],臺|台[tai2]",yes
2802,阿富汗,4.35,A1 fu4 han4,Afghanistan,yes
2803,首席,4.35,shou3 xi2,"chief (representative, correspondent etc)",yes
2804,验证,4.35,yan4 zheng4,to inspect and verify; experimental verification; to validate (a theory); to authenticate,yes
2805,高峰,4.35,gao1 feng1,peak; summit; height,yes
2806,不顾,4.34,bu4 gu4,in spite of; regardless of,yes
2807,例外,4.34,li4 wai4,exception; to be an exception,yes
2808,保罗,4.34,Bao3 luo2,Paul,yes
2809,入境,4.34,ru4 jing4,to enter a country,yes
2810,出色,4.34,chu1 se4,remarkable; outstanding,yes
2811,加盟,4.34,jia1 meng2,(of a nation) to join an alliance; (of an athlete) to join a sports team; (of an entrepreneur) to join a franchise; (of ,yes
2812,司令,4.34,si1 ling4,commanding officer,yes
2813,图书,4.34,tu2 shu1,"books (in a library or bookstore); CL:本[ben3],冊|册[ce4],部[bu4]",yes
2814,在意,4.34,zai4 yi4,to care about; to mind,yes
2815,声援,4.34,sheng1 yuan2,to support (a cause),yes
2816,处置,4.34,chu3 zhi4,to handle; to take care of; to punish,yes
2817,宗旨,4.34,zong1 zhi3,objective; aim; goal,yes
2818,宣称,4.34,xuan1 cheng1,to assert; to claim,yes
2819,封面,4.34,feng1 mian4,cover (of a publication),yes
2820,希特勒,4.34,Xi1 te4 le4,Adolf Hitler (1889-1945),yes
2821,带走,4.34,dai4 zou3,to carry; to take away,yes
2822,平静,4.34,ping2 jing4,tranquil; undisturbed; serene,yes
2823,开辟,4.34,kai1 pi4,to open up; to set up; to establish,yes
2824,形状,4.34,xing2 zhuang4,form; shape; CL:個|个[ge4],yes
2825,影视,4.34,ying3 shi4,movies and television,yes
2826,总督,4.34,zong3 du1,governor-general; viceroy; governor,yes
2827,悲伤,4.34,bei1 shang1,sad; sorrowful,yes
2828,意图,4.34,yi4 tu2,intent; intention; to intend,yes
2829,描绘,4.34,miao2 hui4,to describe; to depict; to portray,yes
2830,携带,4.34,xie2 dai4,to carry (on one's person); to support (old); Taiwan pr. [xi1 dai4],yes
2831,撰写,4.34,zhuan4 xie3,to write; to compose,yes
2832,收获,4.34,shou1 huo4,variant of 收穫|收获[shou1 huo4],yes
2833,新增,4.34,xin1 zeng1,to add (sth new); newly added; additional,yes
2834,新娘,4.34,xin1 niang2,bride,yes
2835,查询,4.34,cha2 xun2,to check; to inquire; to consult (a document etc); inquiry; query,yes
2836,模仿,4.34,mo2 fang3,to imitate; to copy; to emulate; to mimic; model,yes
2837,此刻,4.34,ci3 ke4,this moment; now; at present,yes
2838,此前,4.34,ci3 qian2,before this; before then; previously,yes
2839,活力,4.34,huo2 li4,energy; vitality; vigor; vital force,yes
2840,流域,4.34,liu2 yu4,river basin; valley; drainage area,yes
2841,流程,4.34,liu2 cheng2,course; stream; sequence of processes; work flow in manufacturing,yes
2842,玫瑰,4.34,mei2 gui1,rugosa rose (shrub) (Rosa rugosa) (CL:棵[ke1]); rose flower (CL:朵[duo3]),yes
2843,用途,4.34,yong4 tu2,use; application,yes
2844,短片,4.34,duan3 pian4,short film; video clip,yes
2845,碰到,4.34,peng4 dao4,to come across; to run into; to meet; to hit,yes
2846,穿过,4.34,chuan1 guo4,to pass through,yes
2847,第五,4.34,di4 wu3,fifth,yes
2848,红军,4.34,Hong2 jun1,"Red Army (1928-1937), predecessor of the PLA; (Soviet) Red Army (1917-1946)",yes
2849,蒋介石,4.34,Jiang3 Jie4 shi2,"Chiang Kai-shek (1887-1975), military leader, head of the Nationalist government in China 1928-1949 and the government i",yes
2850,见解,4.34,jian4 jie3,opinion; view; understanding,yes
2851,请愿,4.34,qing3 yuan4,petition (for action to be taken),yes
2852,遥远,4.34,yao2 yuan3,distant; remote,yes
2853,随机,4.34,sui2 ji1,according to the situation; pragmatic; random,yes
2854,隔离,4.34,ge2 li2,to separate; to isolate,yes
2855,额外,4.34,e2 wai4,extra; added; additional,yes
2856,一处,4.33,,,no
2857,三级,4.33,san1 ji2,grade 3; third class; category C,yes
2858,不怕,4.33,bu4 pa4,fearless; not worried (by setbacks or difficulties); even if; even though,yes
2859,专制,4.33,zhuan1 zhi4,autocracy; dictatorship,yes
2860,严厉,4.33,yan2 li4,severe; strict,yes
2861,书写,4.33,shu1 xie3,to write,yes
2862,二级,4.33,er4 ji2,grade 2; second class; category B,yes
2863,人格,4.33,ren2 ge2,personality; integrity; dignity,yes
2864,伤亡,4.33,shang1 wang2,casualties; injuries and deaths,yes
2865,伴随,4.33,ban4 sui2,to accompany; to follow; to occur together with; concomitant,yes
2866,保安,4.33,bao3 an1,to ensure public security; to ensure safety (for workers engaged in production); public security; security guard,yes
2867,信念,4.33,xin4 nian4,faith; belief; conviction,yes
2868,停留,4.33,ting2 liu2,to stay somewhere temporarily; to stop over,yes
2869,八年,4.33,,,no
2870,公益,4.33,gong1 yi4,public good; public welfare; public interest,yes
2871,凤凰,4.33,Feng4 huang2,see 鳳凰縣|凤凰县[Feng4 huang2 Xian4],yes
2872,发声,4.33,fa1 sheng1,to produce a sound; to vocalize; to give voice; to articulate views or demands,yes
2873,台风,4.33,tai2 feng1,"stage presence, poise",yes
2874,大气,4.33,da4 qi4,atmosphere (surrounding the earth); imposing; impressive; stylish,yes
2875,失误,4.33,shi1 wu4,"lapse; mistake; to make a mistake; fault; service fault (in volleyball, tennis etc)",yes
2876,头上,4.33,tou2 shang4,overhead; above,yes
2877,对面,4.33,dui4 mian4,(sitting) opposite; across (the street); directly in front; to be face to face,yes
2878,尺寸,4.33,chi3 cun5,size; dimensions; measurements (esp. of clothes); (coll.) propriety,yes
2879,市委,4.33,shi4 wei3,municipal committee,yes
2880,忍不住,4.33,ren3 bu5 zhu4,cannot help; unable to bear,yes
2881,志愿,4.33,zhi4 yuan4,aspiration; ambition; to volunteer,yes
2882,恶劣,4.33,e4 lie4,vile; nasty; of very poor quality,yes
2883,情人,4.33,qing2 ren2,lover; sweetheart,yes
2884,抢劫,4.33,qiang3 jie2,to rob; looting,yes
2885,效力,4.33,xiao4 li4,effectiveness; positive effect; to serve (in some capacity),yes
2886,新建,4.33,Xin1 jian4,see 新建區|新建区[Xin1 jian4 Qu1],yes
2887,施行,4.33,shi1 xing2,to put in place; to put into practice; to take effect,yes
2888,构建,4.33,gou4 jian4,to construct (sth abstract),yes
2889,框架,4.33,kuang4 jia4,(construction) frame; (fig.) framework,yes
2890,模糊,4.33,mo2 hu5,vague; indistinct; fuzzy; to blur; to obscure; to confuse; to mix up,yes
2891,每当,4.33,mei3 dang1,whenever; every time,yes
2892,清醒,4.33,qing1 xing3,clear-headed; sober; awake,yes
2893,热点,4.33,re4 dian3,hot spot; point of special interest,yes
2894,率先,4.33,shuai4 xian1,to take the lead; to show initiative,yes
2895,率领,4.33,shuai4 ling3,to lead; to command; to head,yes
2896,登上,4.33,deng1 shang4,to climb over; to ascend onto; to mount,yes
2897,目光,4.33,mu4 guang1,gaze; (fig.) attention; expression in one's eyes; look; (lit. and fig.) sight; vision,yes
2898,研究员,4.33,yan2 jiu1 yuan2,researcher,yes
2899,祝福,4.33,zhu4 fu2,blessings; to wish sb well,yes
2900,精力,4.33,jing1 li4,energy,yes
2901,营运,4.33,ying2 yun4,"running; operation (of airport, bus service, business etc)",yes
2902,解读,4.33,jie3 du2,to decipher; to decode; to interpret,yes
2903,认知,4.33,ren4 zhi1,cognition; cognitive; understanding; perception; awareness; to be cognizant of; to recognize; to realize,yes
2904,资本家,4.33,zi1 ben3 jia1,capitalist,yes
2905,软体,4.33,ruan3 ti3,(of an animal) soft-bodied; (Tw) software,yes
2906,这座,4.33,,,no
2907,锻炼,4.33,duan4 lian4,to toughen; to temper; to engage in physical exercise; to work out; (fig.) to develop one's skills; to train oneself,yes
2908,驱动,4.33,qu1 dong4,to drive; to propel; drive (vehicle wheel); drive mechanism (tape or disk); device driver (computing software),yes
2909,驱逐,4.33,qu1 zhu2,to expel; to deport; banishment,yes
2910,骚扰,4.33,sao1 rao3,to disturb; to cause a commotion; to harass,yes
2911,魔法,4.33,mo2 fa3,enchantment; magic,yes
2912,一组,4.32,,,no
2913,不安,4.32,bu4 an1,unpeaceful; unstable; uneasy; disturbed; restless; worried,yes
2914,专注,4.32,zhuan1 zhu4,to focus; to concentrate; to give one's full attention,yes
2915,中有,5.43,,,no
2916,代表团,4.32,dai4 biao3 tuan2,delegation; CL:個|个[ge4],yes
2917,休闲,4.32,xiu1 xian2,leisure; relaxation; not working; idle; to enjoy leisure; to lie fallow,yes
2918,传达,4.32,chuan2 da2,to pass on; to convey; to relay; to transmit; transmission,yes
2919,信用卡,4.32,xin4 yong4 ka3,credit card,yes
2920,储存,4.32,chu3 cun2,stockpile; to store; to stockpile; storage,yes
2921,兼职,4.32,jian1 zhi2,to hold concurrent posts; concurrent job; moonlighting,yes
2922,内涵,4.32,nei4 han2,meaningful content; implication; (semantics) connotation; inner qualities (of a person),yes
2923,利率,4.32,li4 lu:4,interest rate,yes
2924,半个,4.32,ban4 ge5,half of sth,yes
2925,厘米,4.32,li2 mi3,centimeter,yes
2926,变更,4.32,bian4 geng1,to change; to alter; to modify,yes
2927,周刊,4.32,zhou1 kan1,weekly publication; weekly,yes
2928,哈哈,4.32,ha1 ha1,(onom.) laughing out loud,yes
2929,唱歌,4.32,chang4 ge1,to sing a song,yes
2930,困境,4.32,kun4 jing4,predicament; plight,yes
2931,国旗,4.32,guo2 qi2,flag (of a country); CL:面[mian4],yes
2932,国籍,4.32,guo2 ji2,nationality,yes
2933,图案,4.32,tu2 an4,design; pattern,yes
2934,在场,4.32,zai4 chang3,to be present; to be on the scene,yes
2935,地域,4.32,di4 yu4,area; district; region,yes
2936,培育,4.32,pei2 yu4,to train; to breed,yes
2937,复制,4.32,fu4 zhi4,to duplicate; to make a copy of; to copy; to reproduce; to clone,yes
2938,奥地利,4.32,Ao4 di4 li4,Austria,yes
2939,完毕,4.32,wan2 bi4,to finish; to end; to complete,yes
2940,客气,4.32,ke4 qi5,polite; courteous; formal; modest,yes
2941,履行,4.32,lu:3 xing2,to fulfill (one's obligations); to carry out (a task); to implement (an agreement); to perform,yes
2942,崇拜,4.32,chong2 bai4,to worship; adoration,yes
2943,师傅,4.32,shi1 fu5,"master; qualified worker; respectful form of address for older men; CL:個|个[ge4],位[wei4],名[ming2]",yes
2944,弟子,4.32,di4 zi3,disciple; follower,yes
2945,意愿,4.32,yi4 yuan4,aspiration; wish (for); desire,yes
2946,所有权,4.32,suo3 you3 quan2,ownership; possession; property rights; title (to property),yes
2947,抱歉,4.32,bao4 qian4,to be sorry; to feel apologetic; sorry!,yes
2948,指令,4.32,zhi3 ling4,order; command; instruction,yes
2949,提案,4.32,ti2 an4,proposal; draft resolution; motion (to be debated); to propose a bill; to make a proposal,yes
2950,改编,4.32,gai3 bian1,to adapt; to rearrange; to revise,yes
2951,数目,4.32,shu4 mu4,amount; number,yes
2952,死去,4.32,si3 qu4,to die,yes
2953,法制,4.32,fa3 zhi4,legal system and institutions,yes
2954,海峡,4.32,hai3 xia2,strait; channel,yes
2955,清单,4.32,qing1 dan1,list of items,yes
2956,温柔,4.32,wen1 rou2,gentle and soft; tender; sweet (commonly used to describe a girl or woman),yes
2957,灵活,4.32,ling2 huo2,flexible; nimble; agile,yes
2958,申报,4.32,shen1 bao4,to report (to the authorities); to declare (to customs),yes
2959,盈利,4.32,ying2 li4,profit; gain; to make profits,yes
2960,监测,4.32,jian1 ce4,to monitor,yes
2961,相继,4.32,xiang1 ji4,in succession; following closely,yes
2962,短暂,4.32,duan3 zan4,of short duration; brief; momentary,yes
2963,穷人,4.32,qiong2 ren2,poor people; the poor,yes
2964,窗口,4.32,chuang1 kou3,window; opening providing restricted access (e.g. customer service window); computer operating system window; fig. mediu,yes
2965,管道,4.32,guan3 dao4,tubing; pipeline; (fig.) channel; means,yes
2966,罪名,4.32,zui4 ming2,charge; accusation; stigma; bad name; stained reputation,yes
2967,美国政府,4.32,,,no
2968,考生,4.32,kao3 sheng1,exam candidate; student whose name has been put forward for an exam,yes
2969,耐心,4.32,nai4 xin1,to be patient; patience,yes
2970,股市,4.32,gu3 shi4,stock market,yes
2971,要素,4.32,yao4 su4,essential factor; key constituent,yes
2972,观测,4.32,guan1 ce4,to observe; to survey; observation (scientific etc),yes
2973,规格,4.32,gui1 ge2,standard; norm; specification,yes
2974,诱惑,4.32,you4 huo4,to entice; to lure; to induce; to attract,yes
2975,起飞,4.32,qi3 fei1,(of an aircraft or rocket) to take off; to lift off; (fig.) (of an enterprise etc) to start to develop rapidly,yes
2976,近年,4.32,jin4 nian2,recent year(s),yes
2977,追踪,4.32,zhui1 zong1,"to track; to trace; to follow up; (HK, Tw) to follow (on social media)",yes
2978,鉴定,4.32,jian4 ding4,"to examine sth to determine its authenticity, quality, value etc; to appraise; to evaluate; to authenticate",yes
2979,阿姨,4.32,a1 yi2,maternal aunt; step-mother; childcare worker; nursemaid; woman of similar age to one's parents (term of address used by ,yes
2980,高考,4.32,gao1 kao3,college entrance exam (especially as abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试[Pu3 tong1 Gao1 deng3 Xue2 xiao4 Zhao1 sheng,yes
2981,一分钟,4.31,,,no
2982,万吨,4.31,,,no
2983,上诉,4.31,shang4 su4,to appeal (a judicial case); appeal,yes
2984,下列,4.31,xia4 lie4,following,yes
2985,中医,4.31,zhong1 yi1,traditional Chinese medical science; a doctor trained in Chinese medicine,yes
2986,乡镇,4.31,xiang1 zhen4,village; township,yes
2987,偷偷,4.31,tou1 tou1,stealthily; secretly; covertly; furtively; on the sly,yes
2988,内外,4.31,nei4 wai4,inside and outside; domestic and foreign; approximately; about,yes
2989,冬天,4.31,dong1 tian1,winter; CL:個|个[ge4],yes
2990,出版社,4.31,chu1 ban3 she4,publishing house,yes
2991,刚好,4.31,gang1 hao3,just; exactly; to happen to be,yes
2992,协同,4.31,xie2 tong2,to cooperate; in coordination with; coordinated; collaborate; collaboration; collaborative,yes
2993,单身,4.31,dan1 shen1,unmarried; single; alone,yes
2994,印度尼西亚,4.31,Yin4 du4 ni2 xi1 ya4,Indonesia,yes
2995,参赛,4.31,can1 sai4,to compete; to take part in a competition,yes
2996,后续,4.31,hou4 xu4,follow-up; (dialect) to remarry,yes
2997,含义,4.31,han2 yi4,meaning (implicit in a phrase); implied meaning; hidden meaning; hint; connotation,yes
2998,和尚,4.31,he2 shang5,Buddhist monk,yes
2999,器官,4.31,qi4 guan1,(physiology) organ; apparatus,yes
3000,国营,4.31,guo2 ying2,state-run (company etc); nationalized,yes
3001,媳妇,4.31,xi2 fu4,daughter-in-law; wife of a younger brother or relative of the younger generation,yes
3002,实习,4.31,shi2 xi2,to practice; field work; to intern; internship,yes
3003,宿舍,4.31,su4 she4,dormitory; dorm room; living quarters; hostel; CL:間|间[jian1],yes
3004,崛起,4.31,jue2 qi3,to rise abruptly (to a towering position); to tower over; to spring up; to emerge suddenly; the emergence (e.g. of a pow,yes
3005,影音,4.31,ying3 yin1,(Tw) audio and video; audiovisual,yes
3006,很棒,4.31,,,no
3007,快点,4.31,kuai4 dian3,to do sth more quickly; Hurry up!; Get a move on!,yes
3008,抑制,4.31,yi4 zhi4,to inhibit; to keep down; to suppress,yes
3009,拍照,4.31,pai1 zhao4,to take a picture,yes
3010,拥抱,4.31,yong1 bao4,to embrace; to hug,yes
3011,教室,4.31,jiao4 shi4,classroom; CL:間|间[jian1],yes
3012,新年,4.31,xin1 nian2,New Year; CL:個|个[ge4],yes
3013,暗示,4.31,an4 shi4,to hint; to suggest; hint; suggestion,yes
3014,柏林,4.31,Bo2 lin2,"Berlin, capital of Germany",yes
3015,歌词,4.31,ge1 ci2,song lyric; lyrics,yes
3016,武力,4.31,wu3 li4,military force,yes
3017,氛围,4.31,fen1 wei2,ambience; atmosphere,yes
3018,爱尔兰,4.31,Ai4 er3 lan2,Ireland,yes
3019,牛奶,4.31,niu2 nai3,"cow's milk; CL:瓶[ping2],杯[bei1]",yes
3020,球迷,4.31,qiu2 mi2,fan (ball sports); CL:個|个[ge4],yes
3021,约束,4.31,yue1 shu4,to restrict; to limit to; to constrain; restriction; constraint,yes
3022,纪录片,4.31,ji4 lu4 pian4,newsreel; documentary (film or TV program); CL:部[bu4],yes
3023,肚子,4.31,du4 zi5,belly; abdomen; stomach; CL:個|个[ge4],yes
3024,蛋糕,4.31,dan4 gao1,"cake; CL:塊|块[kuai4],個|个[ge4]",yes
3025,观光,4.31,guan1 guang1,to tour; sightseeing; tourism,yes
3026,詹姆斯,4.31,Zhan1 mu3 si1,"James (name); LeBron James (1984-), NBA player",yes
3027,谣言,4.31,yao2 yan2,rumor,yes
3028,身亡,4.31,shen1 wang2,to die,yes
3029,这句,4.31,,,no
3030,逝世,4.31,shi4 shi4,to pass away; to die,yes
3031,遵循,4.31,zun1 xun2,to follow; to abide by; to comply with,yes
3032,重组,4.31,chong2 zu3,to reorganize; to recombine; to restructure,yes
3033,野生,4.31,ye3 sheng1,wild; undomesticated,yes
3034,间接,4.31,jian4 jie1,indirect,yes
3035,一刻,4.30,,,no
3036,一号,4.30,yi1 hao4,first day of the month; toilet; (slang) top (in a homosexual relationship),yes
3037,不易,4.30,bu4 yi4,not easy to do sth; difficult; unchanging,yes
3038,为期,4.30,wei2 qi1,(to be done) by (a certain date); lasting (a certain time),yes
3039,主编,4.30,zhu3 bian1,editor in chief,yes
3040,亚马逊,4.30,Ya4 ma3 xun4,Amazon,yes
3041,亨利,4.30,Heng1 li4,Henry (name); henry (unit of inductance),yes
3042,优良,4.30,you1 liang2,fine; good; first-rate,yes
3043,伤口,4.30,shang1 kou3,wound; cut,yes
3044,冬季,4.30,dong1 ji4,winter,yes
3045,创始人,4.30,chuang4 shi3 ren2,creator; founder; initiator,yes
3046,判处,4.30,pan4 chu3,to sentence; to condemn,yes
3047,卡尔,4.30,Ka3 er3,Karl (name),yes
3048,参议员,4.30,can1 yi4 yuan2,senator,yes
3049,反思,4.30,fan3 si1,to think back over sth; to review; to revisit; to rethink; reflection; reassessment,yes
3050,听取,4.30,ting1 qu3,to hear (news); to listen to,yes
3051,商场,4.30,shang1 chang3,shopping mall; shopping center; department store; emporium; CL:家[jia1]; the business world,yes
3052,困扰,4.30,kun4 rao3,to perplex; to disturb; to cause complications,yes
3053,城堡,4.30,cheng2 bao3,castle; rook (chess piece),yes
3054,天然气,4.30,tian1 ran2 qi4,natural gas,yes
3055,好评,4.30,hao3 ping2,favorable criticism; positive evaluation,yes
3056,存款,4.30,cun2 kuan3,to deposit money (in a bank etc); bank savings; bank deposit,yes
3057,安置,4.30,an1 zhi4,to find a place for; to help settle down; to arrange for; to get into bed; placement,yes
3058,将领,4.30,jiang4 ling3,high-ranking military officer,yes
3059,尼亚,4.30,,,no
3060,工作室,4.30,gong1 zuo4 shi4,studio; workshop,yes
3061,帐号,4.30,zhang4 hao4,account number; account; username,yes
3062,幕后,4.30,mu4 hou4,behind the scenes,yes
3063,幼儿园,4.30,you4 er2 yuan2,kindergarten; nursery school,yes
3064,性命,4.30,xing4 ming4,life,yes
3065,想像,4.30,xiang3 xiang4,to imagine; to envision; imagination,yes
3066,拆除,4.30,chai1 chu2,to tear down; to demolish; to dismantle; to remove,yes
3067,拿来,4.30,na2 lai2,to bring; to fetch; to get,yes
3068,搜狐,4.30,Sou1 hu2,"Sohu, Chinese web portal and online media company",yes
3069,收回,4.30,shou1 hui2,to regain; to retake; to take back; to withdraw; to revoke,yes
3070,整天,4.30,zheng3 tian1,all day long; whole day,yes
3071,整顿,4.30,zheng3 dun4,to tidy up; to reorganize; to consolidate; to rectify,yes
3072,无论是,4.30,,,no
3073,春节,4.30,Chun1 jie2,Spring Festival (Chinese New Year),yes
3074,本科,4.30,ben3 ke1,undergraduate course; undergraduate (attributive),yes
3075,架构,4.30,jia4 gou4,to construct; to build; structure; framework; architecture,yes
3076,标语,4.30,biao1 yu3,"written slogan; placard; CL:幅[fu2],張|张[zhang1],條|条[tiao2]",yes
3077,次数,4.30,ci4 shu4,number of times; frequency; order number (in a series); power (math.); degree of a polynomial (math.),yes
3078,水泥,4.30,shui3 ni2,cement; CL:袋[dai4],yes
3079,涉嫌,4.30,she4 xian2,to be a suspect (in a crime); to be suspected of,yes
3080,深化,4.30,shen1 hua4,to deepen; to intensify,yes
3081,漫长,4.30,man4 chang2,very long; endless,yes
3082,直辖市,4.30,zhi2 xia2 shi4,"municipality, namely: Beijing 北京, Tianjin 天津, Shanghai 上海 and Chongqing 重慶|重庆, the first level administrative subdivisio",yes
3083,筹备,4.30,chou2 bei4,preparations; to get ready for sth,yes
3084,精确,4.30,jing1 que4,accurate; precise,yes
3085,精英,4.30,jing1 ying1,cream; elite; essence; quintessence,yes
3086,纠纷,4.30,jiu1 fen1,dispute,yes
3087,终结,4.30,zhong1 jie2,end; conclusion; to come to an end; to terminate (sth),yes
3088,职员,4.30,zhi2 yuan2,"office worker; staff member; CL:個|个[ge4],位[wei4]",yes
3089,脆弱,4.30,cui4 ruo4,weak; frail,yes
3090,苏维埃,4.30,Su1 wei2 ai1,Soviet (council),yes
3091,营造,4.30,ying2 zao4,to build (housing); to construct; to make,yes
3092,行程,4.30,xing2 cheng2,journey; travel route; itinerary; distance of travel; course (of history); stroke (of a piston); (Tw) (computing) proces,yes
3093,裁决,4.30,cai2 jue2,ruling; adjudication,yes
3094,贪污,4.30,tan1 wu1,to be corrupt; corruption; to embezzle,yes
3095,这才,4.30,,,no
3096,途中,4.30,tu2 zhong1,en route,yes
3097,野蛮,4.30,ye3 man2,barbarous; uncivilized,yes
3098,高于,4.30,gao1 yu2,greater than; to exceed,yes
3099,一首,4.29,,,no
3100,三种,4.29,,,no
3101,专项,4.29,zhuan1 xiang4,special; dedicated,yes
3102,举动,4.29,ju3 dong4,act; action; activity; move; movement,yes
3103,也好,4.29,ye3 hao3,that's fine; may as well; (reduplicated) regardless of whether ... or ...,yes
3104,人气,4.29,ren2 qi4,popularity; personality; character,yes
3105,传输,4.29,chuan2 shu1,to transmit; transmission,yes
3106,作风,4.29,zuo4 feng1,style; style of work; way,yes
3107,劳工,4.29,lao2 gong1,labor; laborer,yes
3108,单元,4.29,dan1 yuan2,unit (forming an entity); element; (in a residential building) entrance or staircase,yes
3109,反动,4.29,fan3 dong4,reaction; reactionary,yes
3110,含量,4.29,han2 liang4,content; quantity contained,yes
3111,城区,4.29,Cheng2 Qu1,"Cheng District or Chengqu, a district of Shanwei City 汕尾市[Shan4 wei3 Shi4], Guangdong",yes
3112,基督徒,4.29,Ji1 du1 tu2,Christian,yes
3113,基金会,4.29,ji1 jin1 hui4,foundation (institution supported by an endowment),yes
3114,复兴,4.29,fu4 xing1,to revive; to rejuvenate,yes
3115,夏季,4.29,xia4 ji4,summer,yes
3116,女孩子,4.29,nu:3 hai2 zi5,girl,yes
3117,字幕,4.29,zi4 mu4,subtitles; captions (of a movie etc),yes
3118,孙子,4.29,Sun1 zi3,"Sun Tzu, also known as Sun Wu 孫武|孙武[Sun1 Wu3] (c. 500 BC, dates of birth and death uncertain), general, strategist and p",yes
3119,宁愿,4.29,ning4 yuan4,would rather ... (than ...),yes
3120,安娜,4.29,An1 na4,Anna (name),yes
3121,宠物,4.29,chong3 wu4,house pet,yes
3122,局部,4.29,ju2 bu4,part; local,yes
3123,差点,4.29,cha4 dian3,almost; nearly,yes
3124,彼得,4.29,Bi3 de2,Peter (name),yes
3125,打倒,4.29,da3 dao3,to overthrow; to knock down; Down with ... !,yes
3126,接待,4.29,jie1 dai4,"to receive; to entertain; to host (guests, visitors or clients)",yes
3127,提及,4.29,ti2 ji2,to mention; to raise (a subject); to bring to sb's attention,yes
3128,提取,4.29,ti2 qu3,to withdraw (money); to collect (left luggage); to extract; to refine,yes
3129,操纵,4.29,cao1 zong4,to operate; to control; to rig; to manipulate,yes
3130,政变,4.29,zheng4 bian4,coup d'état,yes
3131,故障,4.29,gu4 zhang4,malfunction; breakdown; defect; shortcoming; fault; failure; impediment; error; bug (in software),yes
3132,新西兰,4.29,Xin1 xi1 lan2,New Zealand,yes
3133,昆明,4.29,Kun1 ming2,see 昆明市[Kun1 ming2 Shi4],yes
3134,最强,4.29,,,no
3135,杀手,4.29,sha1 shou3,killer; murderer; hit man; (sports) formidable player,yes
3136,极度,4.29,ji2 du4,extremely,yes
3137,标记,4.29,biao1 ji4,sign; mark; symbol; to mark up; (computing) token,yes
3138,正规,4.29,zheng4 gui1,regular; according to standards,yes
3139,残忍,4.29,can2 ren3,cruel; mean; merciless; ruthless,yes
3140,消耗,4.29,xiao1 hao4,to consume; to use up; to deplete; to expend; (old) news; mail; message,yes
3141,清洗,4.29,qing1 xi3,to wash; to rinse; to clean; (fig.) to purge; to get rid of (corrupt individuals etc),yes
3142,清除,4.29,qing1 chu2,to clear away; to eliminate; to get rid of,yes
3143,火灾,4.29,huo3 zai1,serious fire (in a city or a forest etc),yes
3144,灭亡,4.29,mie4 wang2,to be destroyed; to become extinct; to perish; to die out; to destroy; to exterminate,yes
3145,烦恼,4.29,fan2 nao3,to be worried; to be distressed; worries,yes
3146,生涯,4.29,sheng1 ya2,career; life (way in which sb lives); period of one's life,yes
3147,省份,4.29,sheng3 fen4,province,yes
3148,省级,4.29,sheng3 ji2,(administrative) province-level,yes
3149,社团,4.29,she4 tuan2,association; society; group; union; club; organization,yes
3150,稍微,4.29,shao1 wei1,a little bit,yes
3151,空调,4.29,kong1 tiao2,air conditioning; air conditioner (including units that have a heating mode); CL:臺|台[tai2],yes
3152,简化,4.29,jian3 hua4,to simplify,yes
3153,算了,4.29,suan4 le5,let it be; let it pass; forget about it,yes
3154,纳粹,4.29,Na4 cui4,Nazi (loanword),yes
3155,缓解,4.29,huan3 jie3,to bring relief; to alleviate (a crisis); to dull (a pain),yes
3156,老虎,4.29,lao3 hu3,tiger; CL:隻|只[zhi1],yes
3157,考古,4.29,kao3 gu3,archaeology; to engage in archaeological studies,yes
3158,耳朵,4.29,er3 duo5,"ear; CL:隻|只[zhi1],個|个[ge4],對|对[dui4]; handle (on a cup)",yes
3159,艺人,4.29,yi4 ren2,performing artist; actor,yes
3160,裤子,4.29,ku4 zi5,"variant of 褲子|裤子, trousers; pants",yes
3161,赞同,4.29,zan4 tong2,variant of 贊同|赞同[zan4 tong2],yes
3162,轰炸,4.29,hong1 zha4,"to bomb; to bombard; CL:波[bo1],輪|轮[lun2]",yes
3163,金沙,4.29,Jin1 sha1,see 金沙縣|金沙县[Jin1 sha1 Xian4],yes
3164,鸡巴,4.29,ji1 ba5,dick; penis (vulgar),yes
3165,一一,4.28,yi1 yi1,one by one; one after another,yes
3166,上周,4.28,shang4 zhou1,last week,yes
3167,上线,4.28,shang4 xian4,to go online; to put sth online; to reach a specific standard; to put into production; handler (person who oversees and ,yes
3168,上课,4.28,shang4 ke4,to go to class; to attend class; to go to teach a class,yes
3169,不太,4.28,,,no
3170,中方,4.28,Zhong1 fang1,the Chinese side (in an international venture),yes
3171,临床,4.28,lin2 chuang2,clinical,yes
3172,习俗,4.28,xi2 su2,custom; tradition; local tradition; convention,yes
3173,交谈,4.28,jiao1 tan2,to discuss; to converse; chat; discussion,yes
3174,亲人,4.28,qin1 ren2,one's close relatives,yes
